incident_id,district,crime_type,latitude,longitude,date,hour,status
140,Bangalore Rural,Theft,13.278958,77.430522,2025-06-18,16,Closed
141,Bangalore Rural,Theft,13.10361,77.903643,2025-10-10,21,Closed
142,Bangalore Rural,Theft,12.625496,77.162795,2025-03-23,12,Under Investigation
143,Bangalore Rural,Theft,13.30547,77.42805,2025-03-23,22,Chargesheeted
144,Bangalore Rural,Theft,13.122302,77.916001,2025-05-11,8,Chargesheeted
145,Bangalore Rural,Theft,12.469382,77.227597,2025-01-22,16,Closed
146,Bangalore Rural,Theft,13.300414,77.415093,2025-11-24,11,Chargesheeted
147,Bangalore Rural,Theft,12.850304,77.32825,2025-09-22,7,Under Investigation
148,Bangalore Rural,Theft,12.415068,77.559676,2025-04-01,9,Closed
149,Bangalore Rural,Theft,12.625393,77.160205,2025-07-26,10,Chargesheeted
150,Bangalore Rural,Theft,12.591779,77.334334,2025-08-05,14,Under Investigation
151,Bangalore Rural,Theft,12.649485,77.158117,2025-06-13,0,Chargesheeted
152,Bangalore Rural,Theft,13.424952,77.408399,2025-04-23,0,Closed
153,Bangalore Rural,Theft,12.661839,77.530805,2025-07-07,16,Closed
154,Bangalore Rural,Theft,13.309622,77.42768,2025-06-25,0,Chargesheeted
155,Bangalore Rural,Theft,12.591301,77.26564,2025-09-01,11,Under Investigation
156,Bangalore Rural,Theft,12.655397,77.526428,2025-01-03,3,Under Investigation
157,Bangalore Rural,Theft,13.315153,77.418459,2025-02-19,21,Chargesheeted
158,Bangalore Rural,Theft,13.1348,77.921441,2025-06-28,0,Closed
159,Bangalore Rural,Theft,12.287705,77.507389,2025-11-08,5,Closed
160,Bangalore Rural,Theft,13.30083,77.415293,2025-03-13,1,Closed
161,Bangalore Rural,Theft,12.706788,77.482932,2025-03-19,2,Closed
162,Bangalore Rural,Theft,13.124591,77.919824,2025-06-19,12,Chargesheeted
163,Bangalore Rural,Theft,13.104805,77.894455,2025-03-20,17,Closed
164,Bangalore Rural,Theft,13.037511,77.109155,2025-11-18,0,Chargesheeted
165,Bangalore Rural,Theft,12.944843,77.287901,2025-04-15,22,Closed
166,Bangalore Rural,Theft,13.130183,77.919438,2025-02-10,0,Chargesheeted
167,Bangalore Rural,Theft,12.651803,77.523562,2025-12-16,20,Closed
168,Bangalore Rural,Theft,12.618528,77.357326,2025-11-09,15,Closed
169,Bangalore Rural,Theft,12.659243,77.519685,2025-11-07,23,Chargesheeted
170,Bangalore Rural,Theft,12.4061,77.473022,2025-06-07,12,Closed
171,Bangalore Rural,Theft,13.287731,77.252195,2025-03-29,19,Closed
172,Bangalore Rural,Theft,12.643039,77.529052,2025-05-14,12,Closed
173,Bangalore Rural,Theft,13.107823,77.891654,2025-07-15,12,Chargesheeted
174,Bangalore Rural,Theft,13.103123,77.886589,2025-04-12,2,Under Investigation
175,Bangalore Rural,Theft,12.627879,77.146141,2025-07-15,20,Closed
176,Bangalore Rural,Theft,12.631776,77.148928,2025-04-08,10,Under Investigation
177,Bangalore Rural,Theft,12.627395,77.155976,2025-12-03,7,Under Investigation
178,Bangalore Rural,Theft,13.099653,77.894141,2025-05-17,10,Chargesheeted
179,Bangalore Rural,Theft,12.661808,77.528295,2025-12-30,18,Closed
180,Bangalore Rural,Theft,13.236202,77.615596,2025-05-09,0,Closed
181,Bangalore Rural,Theft,13.139465,77.91647,2025-03-22,19,Closed
182,Bangalore Rural,Theft,13.128973,77.91179,2025-11-08,7,Under Investigation
183,Bangalore Rural,Theft,12.640938,77.529083,2025-08-12,15,Chargesheeted
184,Bangalore Rural,Theft,12.654083,77.520685,2025-06-30,23,Closed
185,Bangalore Rural,Theft,12.657351,77.52958,2025-01-23,9,Under Investigation
186,Bangalore Rural,Theft,13.297921,77.421083,2025-10-31,1,Closed
187,Bangalore Rural,Theft,12.888536,77.823843,2025-02-22,22,Chargesheeted
188,Bangalore Rural,Theft,13.131379,77.916713,2025-12-02,22,Chargesheeted
189,Bangalore Rural,Theft,12.971128,77.323599,2025-10-22,17,Chargesheeted
190,Bangalore Rural,Theft,13.120623,77.92176,2025-08-11,5,Chargesheeted
191,Bangalore Rural,Theft,12.636206,77.514595,2025-12-03,4,Under Investigation
192,Bangalore Rural,Theft,13.314937,77.417867,2025-03-28,11,Under Investigation
193,Bangalore Rural,Theft,12.651482,77.524038,2025-05-30,3,Chargesheeted
194,Bangalore Rural,Theft,12.631502,77.144343,2025-07-15,9,Under Investigation
195,Bangalore Rural,Theft,13.225698,77.56935,2025-01-22,19,Closed
196,Bangalore Rural,Theft,12.651478,77.535006,2025-02-13,13,Chargesheeted
197,Bangalore Rural,Theft,13.24343,77.603617,2025-06-25,9,Under Investigation
198,Bangalore Rural,Theft,13.099359,77.897688,2025-06-04,4,Chargesheeted
199,Bangalore Rural,Theft,13.128972,77.914198,2025-02-04,20,Under Investigation
200,Bangalore Rural,Theft,13.386771,77.52769,2025-01-31,4,Under Investigation
201,Bangalore Rural,Theft,13.019628,77.201543,2025-04-27,4,Chargesheeted
202,Bangalore Rural,Theft,12.585701,77.441876,2025-04-23,9,Closed
203,Bangalore Rural,Theft,13.097579,77.878121,2025-04-18,23,Under Investigation
204,Bangalore Rural,Theft,12.650525,77.529456,2025-12-18,0,Closed
205,Bangalore Rural,Theft,12.942469,77.838897,2025-12-09,2,Under Investigation
206,Bangalore Rural,Theft,13.314087,77.430333,2025-11-29,18,Closed
207,Bangalore Rural,Theft,13.21846,77.857556,2025-06-26,1,Closed
208,Bangalore Rural,Theft,12.668753,77.515914,2025-05-08,17,Closed
209,Bangalore Rural,Theft,13.306855,77.421405,2025-07-04,18,Closed
210,Bangalore Rural,Theft,12.575925,77.43932,2025-02-26,9,Closed
211,Bangalore Rural,Theft,13.134417,77.916835,2025-03-25,8,Closed
212,Bangalore Rural,Theft,12.593771,77.427417,2025-06-01,9,Closed
213,Bangalore Rural,Theft,12.655859,77.535198,2025-01-11,3,Chargesheeted
214,Bangalore Rural,Theft,12.640437,77.163199,2025-11-16,18,Under Investigation
215,Bangalore Rural,Theft,13.321445,77.425993,2025-05-28,5,Chargesheeted
216,Bangalore Rural,Robbery,13.101318,77.885338,2025-10-09,16,Closed
217,Bangalore Rural,Robbery,12.644213,77.151943,2025-10-18,16,Closed
218,Bangalore Rural,Robbery,13.304532,77.437979,2025-06-12,11,Under Investigation
219,Bangalore Rural,Robbery,13.08569,77.895447,2025-11-13,13,Under Investigation
220,Bangalore Rural,Robbery,13.107,77.902872,2025-05-29,13,Closed
221,Bangalore Rural,Robbery,12.662654,77.528241,2025-02-20,13,Closed
222,Bangalore Rural,Robbery,12.634825,77.14117,2025-08-03,15,Under Investigation
223,Bangalore Rural,Robbery,13.096258,77.898882,2025-09-03,11,Closed
224,Bangalore Rural,Robbery,13.11895,77.916005,2025-09-02,23,Chargesheeted
225,Bangalore Rural,Robbery,12.629695,77.147181,2025-04-14,19,Closed
226,Bangalore Rural,Robbery,13.106646,77.883919,2025-01-21,5,Under Investigation
227,Bangalore Rural,Robbery,12.655284,77.515335,2025-08-30,21,Under Investigation
228,Bangalore Rural,Robbery,12.414437,77.480274,2025-07-05,5,Under Investigation
229,Bangalore Rural,Robbery,13.10743,77.89358,2025-02-28,8,Closed
230,Bangalore Rural,Robbery,12.55965,77.525899,2025-10-15,17,Under Investigation
231,Bangalore Rural,Robbery,13.297019,77.420591,2025-02-07,9,Chargesheeted
232,Bangalore Rural,Robbery,13.097938,77.885412,2025-12-20,5,Closed
233,Bangalore Rural,Robbery,12.642621,77.157622,2025-11-30,7,Chargesheeted
234,Bangalore Rural,Robbery,13.302879,77.441383,2025-10-16,17,Under Investigation
235,Bangalore Rural,Robbery,12.740561,77.166111,2025-04-05,3,Chargesheeted
236,Bangalore Rural,Chain Snatching,12.662146,77.534622,2025-01-12,3,Chargesheeted
237,Bangalore Rural,Chain Snatching,13.297301,77.430341,2025-09-05,15,Closed
238,Bangalore Rural,Chain Snatching,12.303643,77.355696,2025-11-01,4,Under Investigation
239,Bangalore Rural,Chain Snatching,12.641904,77.514287,2025-05-09,1,Under Investigation
240,Bangalore Rural,Chain Snatching,13.179605,77.657686,2025-02-24,18,Chargesheeted
241,Bangalore Rural,Chain Snatching,13.135476,77.921997,2025-06-17,0,Under Investigation
242,Bangalore Rural,Chain Snatching,12.651226,77.529994,2025-11-24,21,Chargesheeted
243,Bangalore Rural,Chain Snatching,12.645341,77.158205,2025-05-12,19,Chargesheeted
244,Bangalore Rural,Chain Snatching,12.637928,77.160817,2025-12-14,22,Closed
245,Bangalore Rural,Chain Snatching,13.283064,77.426894,2025-05-24,16,Chargesheeted
246,Bangalore Rural,Burglary,12.647338,77.524732,2025-04-23,4,Under Investigation
247,Bangalore Rural,Burglary,13.307818,77.44064,2025-11-11,7,Chargesheeted
248,Bangalore Rural,Burglary,13.121207,77.917484,2025-10-23,15,Closed
249,Bangalore Rural,Burglary,13.144268,77.918317,2025-06-06,10,Closed
250,Bangalore Rural,Burglary,13.284507,77.424891,2025-05-02,13,Chargesheeted
251,Bangalore Rural,Burglary,12.637901,77.162851,2025-02-18,3,Closed
252,Bangalore Rural,Burglary,12.647206,77.159531,2025-04-30,22,Closed
253,Bangalore Rural,Burglary,13.215968,77.291212,2025-02-26,19,Under Investigation
254,Bangalore Rural,Burglary,13.29932,77.429213,2025-08-01,8,Chargesheeted
255,Bangalore Rural,Burglary,13.1355,77.898927,2025-09-27,12,Under Investigation
256,Bangalore Rural,Burglary,12.530368,77.279318,2025-07-16,14,Closed
257,Bangalore Rural,Burglary,12.62004,77.277462,2025-11-04,2,Chargesheeted
258,Bangalore Rural,Burglary,12.629546,77.146891,2025-08-05,10,Chargesheeted
259,Bangalore Rural,Burglary,13.300166,77.420576,2025-10-12,3,Under Investigation
260,Bangalore Rural,Burglary,13.138272,77.923546,2025-01-21,22,Under Investigation
261,Bangalore Rural,Burglary,12.633494,77.154715,2025-02-28,20,Under Investigation
262,Bangalore Rural,Burglary,12.65764,77.515951,2025-07-24,12,Under Investigation
263,Bangalore Rural,Burglary,13.11431,77.927679,2025-04-01,23,Closed
264,Bangalore Rural,Burglary,12.665081,77.528851,2025-03-19,9,Closed
265,Bangalore Rural,Burglary,13.112817,77.897407,2025-01-28,1,Closed
266,Bangalore Rural,Burglary,12.666455,77.541983,2025-08-21,18,Under Investigation
267,Bangalore Rural,Burglary,13.097452,77.89434,2025-05-17,15,Under Investigation
268,Bangalore Rural,Burglary,12.64464,77.176391,2025-11-21,5,Closed
269,Bangalore Rural,Burglary,13.307416,77.433334,2025-02-28,12,Chargesheeted
270,Bangalore Rural,Burglary,12.719414,77.500506,2025-02-26,3,Chargesheeted
271,Bangalore Rural,Burglary,13.108415,77.901798,2025-02-16,12,Chargesheeted
272,Bangalore Rural,Burglary,12.636449,77.168848,2025-12-29,3,Chargesheeted
273,Bangalore Rural,Burglary,13.298243,77.430885,2025-09-02,0,Closed
274,Bangalore Rural,Burglary,12.638911,77.529795,2025-12-30,6,Under Investigation
275,Bangalore Rural,Burglary,13.307783,77.44071,2025-03-11,2,Chargesheeted
276,Bangalore Rural,Burglary,12.638303,77.533467,2025-02-10,18,Under Investigation
277,Bangalore Rural,Burglary,12.646966,77.51081,2025-07-19,4,Under Investigation
278,Bangalore Rural,Burglary,12.661211,77.521069,2025-12-26,12,Under Investigation
279,Bangalore Rural,Burglary,12.623249,77.154618,2025-07-25,7,Closed
280,Bangalore Rural,Burglary,12.642212,77.524282,2025-06-01,21,Closed
281,Bangalore Rural,Burglary,12.654506,77.524667,2025-07-07,3,Closed
282,Bangalore Rural,Burglary,12.63842,77.153064,2025-10-23,14,Closed
283,Bangalore Rural,Burglary,12.655496,77.533611,2025-01-14,18,Under Investigation
284,Bangalore Rural,Burglary,13.146234,77.924958,2025-06-07,17,Closed
285,Bangalore Rural,Burglary,12.647657,77.528426,2025-11-06,15,Chargesheeted
286,Bangalore Rural,Assault,12.663857,77.525569,2025-05-19,22,Chargesheeted
287,Bangalore Rural,Assault,13.131136,77.919769,2025-05-17,16,Chargesheeted
288,Bangalore Rural,Assault,13.106173,77.903864,2025-01-03,11,Under Investigation
289,Bangalore Rural,Assault,13.306205,77.435431,2025-12-12,15,Under Investigation
290,Bangalore Rural,Assault,13.00119,77.869697,2025-04-02,1,Under Investigation
291,Bangalore Rural,Assault,13.101198,77.888386,2025-09-11,13,Under Investigation
292,Bangalore Rural,Assault,12.636304,77.159695,2025-06-16,12,Chargesheeted
293,Bangalore Rural,Assault,12.644875,77.160233,2025-04-23,1,Closed
294,Bangalore Rural,Assault,13.11061,77.890751,2025-01-01,10,Under Investigation
295,Bangalore Rural,Assault,13.134031,77.913859,2025-09-05,8,Chargesheeted
296,Bangalore Rural,Assault,12.411277,77.459139,2025-05-19,14,Chargesheeted
297,Bangalore Rural,Assault,13.131464,77.915889,2025-07-05,18,Under Investigation
298,Bangalore Rural,Assault,13.277609,77.585879,2025-04-11,22,Chargesheeted
299,Bangalore Rural,Assault,13.116711,77.899423,2025-11-25,16,Closed
300,Bangalore Rural,Assault,12.65931,77.519951,2025-08-12,15,Closed
301,Bangalore Rural,Assault,13.114795,77.919435,2025-05-18,10,Under Investigation
302,Bangalore Rural,Assault,13.275334,77.782111,2025-08-25,18,Under Investigation
303,Bangalore Rural,Assault,12.663374,77.538278,2025-12-15,10,Under Investigation
304,Bangalore Rural,Assault,13.315968,77.420369,2025-06-27,10,Closed
305,Bangalore Rural,Assault,13.132352,77.92408,2025-05-26,4,Closed
306,Bangalore Rural,Assault,13.125748,77.929293,2025-01-27,18,Chargesheeted
307,Bangalore Rural,Assault,13.101808,77.904582,2025-10-07,1,Chargesheeted
308,Bangalore Rural,Assault,12.626828,77.156459,2025-02-23,1,Chargesheeted
309,Bangalore Rural,Assault,13.309322,77.435424,2025-05-11,5,Closed
310,Bangalore Rural,Assault,12.63455,77.172721,2025-03-25,2,Under Investigation
311,Bangalore Rural,Assault,13.102733,77.902424,2025-06-04,6,Closed
312,Bangalore Rural,Assault,13.124494,77.934493,2025-02-25,9,Under Investigation
313,Bangalore Rural,Assault,12.659973,77.525863,2025-01-05,23,Closed
314,Bangalore Rural,Assault,13.100483,77.895913,2025-09-08,5,Closed
315,Bangalore Rural,Assault,13.321864,77.434293,2025-11-28,2,Chargesheeted
316,Bangalore Rural,Assault,12.639149,77.160829,2025-07-11,14,Chargesheeted
317,Bangalore Rural,Assault,13.295518,77.419305,2025-09-07,17,Closed
318,Bangalore Rural,Assault,12.974318,77.209008,2025-05-01,13,Chargesheeted
319,Bangalore Rural,Assault,12.637977,77.147482,2025-11-27,5,Chargesheeted
320,Bangalore Rural,Assault,13.130988,77.918327,2025-05-16,5,Under Investigation
321,Bangalore Rural,Assault,13.100778,77.89434,2025-08-16,6,Closed
322,Bangalore Rural,Assault,12.649152,77.512606,2025-05-07,5,Under Investigation
323,Bangalore Rural,Assault,13.099936,77.894054,2025-03-26,5,Under Investigation
324,Bangalore Rural,Assault,12.773558,77.547315,2025-05-15,17,Under Investigation
325,Bangalore Rural,Assault,13.194908,77.312108,2025-04-04,21,Under Investigation
326,Bangalore Rural,Assault,13.110296,77.890425,2025-08-04,1,Chargesheeted
327,Bangalore Rural,Assault,12.919361,77.215372,2025-06-08,8,Closed
328,Bangalore Rural,Assault,13.306495,77.426086,2025-08-19,3,Under Investigation
329,Bangalore Rural,Assault,12.630624,77.158413,2025-06-11,2,Under Investigation
330,Bangalore Rural,Assault,13.134552,77.915749,2025-04-20,22,Closed
331,Bangalore Rural,Assault,12.639938,77.154518,2025-05-27,9,Closed
332,Bangalore Rural,Assault,13.097632,77.88391,2025-10-01,0,Chargesheeted
333,Bangalore Rural,Assault,12.651951,77.151714,2025-12-07,3,Chargesheeted
334,Bangalore Rural,Assault,13.046478,77.792955,2025-11-21,12,Under Investigation
335,Bangalore Rural,Assault,13.323559,77.543868,2025-03-28,8,Chargesheeted
336,Bangalore Rural,Assault,13.197133,77.435662,2025-01-20,21,Chargesheeted
337,Bangalore Rural,Assault,12.650742,77.159649,2025-10-17,12,Chargesheeted
338,Bangalore Rural,Assault,13.136202,77.91308,2025-10-27,22,Under Investigation
339,Bangalore Rural,Assault,13.200763,77.645199,2025-03-30,13,Closed
340,Bangalore Rural,Assault,13.302776,77.422182,2025-03-24,16,Chargesheeted
341,Bangalore Urban,Theft,13.035837,77.725233,2025-01-25,22,Chargesheeted
342,Bangalore Urban,Theft,12.755801,77.511758,2025-06-02,6,Under Investigation
343,Bangalore Urban,Theft,12.938976,77.359693,2025-02-15,20,Closed
344,Bangalore Urban,Theft,12.783099,77.620148,2025-12-22,6,Closed
345,Bangalore Urban,Theft,13.007798,77.705578,2025-12-28,21,Chargesheeted
346,Bangalore Urban,Theft,13.000954,77.696938,2025-02-01,9,Closed
347,Bangalore Urban,Theft,12.92786,77.354382,2025-11-04,9,Under Investigation
348,Bangalore Urban,Theft,12.931583,77.360111,2025-06-27,7,Closed
349,Bangalore Urban,Theft,13.082317,77.525372,2025-02-20,12,Closed
