CSID,CaseMasterID,csdate,cstype,PolicePersonID
132,132,2025-01-30 11:30:00,A,3
133,133,2025-02-19 11:30:00,C,4
134,134,2025-11-03 11:30:00,A,3
135,135,2025-08-17 11:30:00,B,4
136,136,2025-06-24 11:30:00,C,3
137,137,2026-01-10 11:30:00,C,4
138,138,2026-01-10 11:30:00,A,3
139,139,2025-08-06 11:30:00,A,4
140,140,2025-07-21 11:30:00,C,3
141,141,2025-11-13 11:30:00,B,4
142,142,2025-04-27 11:30:00,A,3
143,143,2025-04-28 11:30:00,A,4
144,144,2025-06-17 11:30:00,A,3
145,145,2025-03-01 11:30:00,C,4
146,146,2026-01-02 11:30:00,A,3
147,147,2025-11-01 11:30:00,C,4
148,148,2025-05-12 11:30:00,C,3
149,149,2025-09-06 11:30:00,A,4
150,150,2025-09-17 11:30:00,A,3
151,151,2025-07-27 11:30:00,A,4
152,152,2025-06-07 11:30:00,C,3
153,153,2025-08-22 11:30:00,B,4
154,154,2025-08-11 11:30:00,A,3
155,155,2025-10-19 11:30:00,B,4
156,156,2025-02-21 11:30:00,C,3
157,157,2025-04-10 11:30:00,A,4
158,158,2025-08-18 11:30:00,C,3
159,159,2025-12-30 11:30:00,B,4
160,160,2025-05-05 11:30:00,C,3
161,161,2025-05-12 11:30:00,C,4
162,162,2025-08-13 11:30:00,A,3
163,163,2025-05-15 11:30:00,C,4
164,164,2026-01-14 11:30:00,A,3
165,165,2025-06-12 11:30:00,B,4
166,166,2025-04-10 11:30:00,A,3
167,167,2026-02-14 11:30:00,C,4
168,168,2026-01-09 11:30:00,B,3
169,169,2026-01-08 11:30:00,A,4
170,170,2025-08-09 11:30:00,C,3
171,171,2025-06-01 11:30:00,B,4
172,172,2025-07-18 11:30:00,C,3
173,173,2025-09-19 11:30:00,A,4
174,174,2025-06-18 11:30:00,A,3
175,175,2025-09-21 11:30:00,C,4
176,176,2025-06-16 11:30:00,C,3
177,177,2026-02-11 11:30:00,C,4
178,178,2025-07-27 11:30:00,A,3
179,179,2026-03-12 11:30:00,C,4
180,180,2025-07-21 11:30:00,B,3
181,181,2025-06-04 11:30:00,C,4
182,182,2026-01-22 11:30:00,A,3
183,183,2025-08-27 11:30:00,A,4
184,184,2025-07-16 11:30:00,C,3
185,185,2025-02-09 11:30:00,B,4
186,186,2025-11-18 11:30:00,B,3
187,187,2025-03-13 11:30:00,A,4
188,188,2025-12-22 11:30:00,A,3
189,189,2025-11-12 11:30:00,A,4
190,190,2025-09-02 11:30:00,A,3
191,191,2025-12-26 11:30:00,A,4
192,192,2025-04-21 11:30:00,A,3
193,193,2025-06-24 11:30:00,A,4
194,194,2025-08-10 11:30:00,A,3
195,195,2025-02-18 11:30:00,B,4
196,196,2025-03-13 11:30:00,A,3
197,197,2025-07-24 11:30:00,C,4
198,198,2025-07-04 11:30:00,A,3
199,199,2025-03-07 11:30:00,C,4
200,200,2025-03-04 11:30:00,A,3
201,201,2025-05-30 11:30:00,A,4
202,202,2025-05-27 11:30:00,C,3
203,203,2025-05-23 11:30:00,A,4
204,204,2026-01-23 11:30:00,B,3
205,205,2026-01-15 11:30:00,B,4
206,206,2026-01-06 11:30:00,C,3
207,207,2025-08-04 11:30:00,B,4
208,208,2025-06-17 11:30:00,C,3
209,209,2025-08-14 11:30:00,C,4
210,210,2025-04-09 11:30:00,B,3
211,211,2025-05-07 11:30:00,C,4
212,212,2025-07-15 11:30:00,C,3
213,213,2025-02-25 11:30:00,A,4
214,214,2026-01-01 11:30:00,A,3
215,215,2025-07-14 11:30:00,A,4
216,216,2025-11-26 11:30:00,B,3
217,217,2025-12-06 11:30:00,C,4
218,218,2025-08-01 11:30:00,C,3
219,219,2026-01-03 11:30:00,C,4
220,220,2025-07-20 11:30:00,C,3
221,221,2025-04-14 11:30:00,C,4
222,222,2025-09-26 11:30:00,A,3
223,223,2025-10-28 11:30:00,C,4
224,224,2025-10-28 11:30:00,A,3
225,225,2025-06-10 11:30:00,B,4
226,226,2025-03-20 11:30:00,C,3
227,227,2025-10-28 11:30:00,C,4
228,228,2025-09-03 11:30:00,C,3
229,229,2025-04-30 11:30:00,C,4
230,230,2025-12-16 11:30:00,A,3
231,231,2025-04-11 11:30:00,A,4
232,232,2026-02-22 11:30:00,C,3
233,233,2026-02-03 11:30:00,A,4
234,234,2025-12-21 11:30:00,A,3
235,235,2025-06-11 11:30:00,A,4
236,236,2025-03-21 11:30:00,A,3
237,237,2025-11-13 11:30:00,B,4
238,238,2026-01-10 11:30:00,C,3
239,239,2025-07-19 11:30:00,C,4
240,240,2025-05-07 11:30:00,A,3
241,241,2025-08-29 11:30:00,A,4
242,242,2026-02-06 11:30:00,A,3
243,243,2025-07-26 11:30:00,A,4
244,244,2025-12-29 11:30:00,C,3
245,245,2025-06-09 11:30:00,A,4
246,246,2025-05-10 11:30:00,C,3
247,247,2025-11-29 11:30:00,A,4
248,248,2025-11-11 11:30:00,C,3
249,249,2025-06-26 11:30:00,B,4
250,250,2025-05-23 11:30:00,A,3
251,251,2025-03-12 11:30:00,C,4
252,252,2025-05-23 11:30:00,B,3
253,253,2025-03-22 11:30:00,A,4
254,254,2025-08-26 11:30:00,A,3
255,255,2025-10-23 11:30:00,B,4
256,256,2025-08-12 11:30:00,C,3
257,257,2025-12-02 11:30:00,A,4
258,258,2025-09-03 11:30:00,A,3
259,259,2025-11-11 11:30:00,C,4
260,260,2025-02-21 11:30:00,A,3
261,261,2025-04-01 11:30:00,A,4
262,262,2025-08-26 11:30:00,A,3
263,263,2025-05-05 11:30:00,C,4
264,264,2025-04-23 11:30:00,B,3
265,265,2025-03-05 11:30:00,C,4
266,266,2025-09-27 11:30:00,C,3
267,267,2025-06-24 11:30:00,C,4
268,268,2025-12-30 11:30:00,C,3
269,269,2025-04-09 11:30:00,A,4
270,270,2025-04-08 11:30:00,A,3
271,271,2025-03-30 11:30:00,A,4
272,272,2026-02-10 11:30:00,A,3
273,273,2025-10-16 11:30:00,B,4
274,274,2026-02-13 11:30:00,A,3
275,275,2025-04-26 11:30:00,A,4
276,276,2025-03-29 11:30:00,C,3
277,277,2025-09-05 11:30:00,C,4
278,278,2026-02-13 11:30:00,C,3
279,279,2025-09-13 11:30:00,B,4
280,280,2025-07-22 11:30:00,C,3
281,281,2025-08-28 11:30:00,C,4
282,282,2025-12-15 11:30:00,B,3
283,283,2025-03-09 11:30:00,A,4
284,284,2025-08-01 11:30:00,C,3
285,285,2026-01-01 11:30:00,A,4
286,286,2025-07-15 11:30:00,A,3
287,287,2025-07-14 11:30:00,A,4
288,288,2025-03-03 11:30:00,C,3
289,289,2026-02-10 11:30:00,C,4
290,290,2025-06-02 11:30:00,A,3
291,291,2025-11-12 11:30:00,A,4
292,292,2025-08-18 11:30:00,A,3
293,293,2025-06-26 11:30:00,C,4
294,294,2025-03-07 11:30:00,A,3
295,295,2025-11-10 11:30:00,A,4
296,296,2025-07-25 11:30:00,A,3
297,297,2025-09-11 11:30:00,C,4
298,298,2025-06-19 11:30:00,A,3
299,299,2026-02-03 11:30:00,C,4
300,300,2025-10-22 11:30:00,B,3
301,301,2025-07-29 11:30:00,A,4
302,302,2025-11-06 11:30:00,A,3
303,303,2026-02-27 11:30:00,A,4
304,304,2025-09-10 11:30:00,C,3
305,305,2025-06-10 11:30:00,C,4
306,306,2025-02-12 11:30:00,A,3
307,307,2025-10-24 11:30:00,A,4
308,308,2025-03-13 11:30:00,A,3
309,309,2025-05-30 11:30:00,B,4
310,310,2025-04-14 11:30:00,A,3
311,311,2025-06-25 11:30:00,C,4
312,312,2025-03-19 11:30:00,A,3
313,313,2025-01-28 11:30:00,C,4
314,314,2025-10-02 11:30:00,C,3
315,315,2025-12-23 11:30:00,A,4
316,316,2025-08-06 11:30:00,A,3
317,317,2025-10-04 11:30:00,C,4
318,318,2025-05-29 11:30:00,A,3
319,319,2025-12-26 11:30:00,A,4
320,320,2025-06-15 11:30:00,A,3
321,321,2025-09-16 11:30:00,B,4
322,322,2025-06-08 11:30:00,A,3
323,323,2025-04-28 11:30:00,A,4
324,324,2025-06-18 11:30:00,A,3
325,325,2025-05-09 11:30:00,B,4
326,326,2025-09-09 11:30:00,A,3
327,327,2025-07-15 11:30:00,B,4
328,328,2025-09-26 11:30:00,C,3
329,329,2025-07-20 11:30:00,C,4
330,330,2025-05-30 11:30:00,B,3
331,331,2025-07-07 11:30:00,C,4
332,332,2025-11-12 11:30:00,A,3
333,333,2026-01-19 11:30:00,A,4
334,334,2026-01-04 11:30:00,A,3
335,335,2025-05-12 11:30:00,A,4
336,336,2025-03-07 11:30:00,A,3
337,337,2025-12-03 11:30:00,A,4
338,338,2025-12-14 11:30:00,C,3
339,339,2025-05-18 11:30:00,B,4
340,340,2025-05-13 11:30:00,A,3
341,341,2025-03-17 11:30:00,A,6
342,342,2025-07-24 11:30:00,A,5
343,343,2025-04-09 11:30:00,C,6
344,344,2026-02-14 11:30:00,C,5
345,345,2026-02-21 11:30:00,A,6
346,346,2025-03-29 11:30:00,C,5
347,347,2025-12-31 11:30:00,C,6
348,348,2025-08-24 11:30:00,B,5
349,349,2025-04-20 11:30:00,C,6
350,350,2025-08-22 11:30:00,C,5
351,351,2026-02-20 11:30:00,A,6
352,352,2025-11-07 11:30:00,A,5
353,353,2026-02-08 11:30:00,C,6
354,354,2026-01-05 11:30:00,B,5
355,355,2025-10-13 11:30:00,C,6
356,356,2025-10-08 11:30:00,C,5
357,357,2025-12-30 11:30:00,A,6
358,358,2025-08-03 11:30:00,C,5
359,359,2025-04-25 11:30:00,A,6
360,360,2025-11-08 11:30:00,A,5
361,361,2025-11-25 11:30:00,A,6
362,362,2025-08-29 11:30:00,A,5
363,363,2025-11-11 11:30:00,B,6
364,364,2025-06-11 11:30:00,C,5
365,365,2025-08-20 11:30:00,A,6
366,366,2025-10-11 11:30:00,B,5
367,367,2025-07-10 11:30:00,A,6
368,368,2025-05-03 11:30:00,C,5
369,369,2025-05-22 11:30:00,B,6
370,370,2025-02-10 11:30:00,A,5
371,371,2025-03-04 11:30:00,A,6
372,372,2025-03-10 11:30:00,B,5
373,373,2025-03-11 11:30:00,A,6
374,374,2025-11-21 11:30:00,C,5
375,375,2025-04-03 11:30:00,B,6
376,376,2025-08-10 11:30:00,C,5
377,377,2025-06-18 11:30:00,C,6
378,378,2026-01-08 11:30:00,B,5
379,379,2025-02-23 11:30:00,A,6
380,380,2025-12-25 11:30:00,C,5
381,381,2025-09-14 11:30:00,B,6
382,382,2025-05-22 11:30:00,A,5
383,383,2025-04-08 11:30:00,A,6
384,384,2025-03-01 11:30:00,A,5
385,385,2025-11-03 11:30:00,B,6
386,386,2025-04-10 11:30:00,C,5
387,387,2025-10-01 11:30:00,B,6
388,388,2025-08-25 11:30:00,C,5
389,389,2025-04-02 11:30:00,C,6
390,390,2025-12-24 11:30:00,A,5
391,391,2025-06-21 11:30:00,C,6
392,392,2025-05-31 11:30:00,A,5
393,393,2025-07-13 11:30:00,A,6
394,394,2025-12-07 11:30:00,A,5
395,395,2026-01-21 11:30:00,C,6
396,396,2025-10-20 11:30:00,C,5
397,397,2025-04-05 11:30:00,A,6
398,398,2025-05-11 11:30:00,C,5
399,399,2025-05-14 11:30:00,A,6
400,400,2025-05-29 11:30:00,A,5
401,401,2025-08-22 11:30:00,A,6
402,402,2025-05-19 11:30:00,B,5
403,403,2025-04-03 11:30:00,A,6
404,404,2025-03-15 11:30:00,A,5
405,405,2025-10-04 11:30:00,B,6
406,406,2025-09-24 11:30:00,C,5
407,407,2026-01-10 11:30:00,C,6
408,408,2026-01-23 11:30:00,B,5
409,409,2026-02-10 11:30:00,A,6
410,410,2025-12-13 11:30:00,A,5
411,411,2025-12-08 11:30:00,A,6
412,412,2025-04-02 11:30:00,A,5
413,413,2025-10-15 11:30:00,C,6
414,414,2025-08-21 11:30:00,A,5
415,415,2026-02-20 11:30:00,B,6
416,416,2025-03-29 11:30:00,A,5
417,417,2025-07-27 11:30:00,A,6
418,418,2025-08-25 11:30:00,C,5
419,419,2025-08-22 11:30:00,C,6
420,420,2026-01-22 11:30:00,A,5
421,421,2025-11-29 11:30:00,C,6
422,422,2026-02-28 11:30:00,A,5
423,423,2026-01-27 11:30:00,A,6
424,424,2025-03-27 11:30:00,A,5
425,425,2025-12-30 11:30:00,A,6
426,426,2025-10-18 11:30:00,B,5
427,427,2025-02-14 11:30:00,C,6
428,428,2025-12-05 11:30:00,C,5
429,429,2025-05-14 11:30:00,B,6
430,430,2025-04-17 11:30:00,A,5
431,431,2025-08-31 11:30:00,A,6
432,432,2025-12-30 11:30:00,A,5
433,433,2025-02-18 11:30:00,A,6
434,434,2025-04-27 11:30:00,C,5
435,435,2025-07-09 11:30:00,B,6
436,436,2025-05-17 11:30:00,A,5
437,437,2025-05-26 11:30:00,C,6
438,438,2025-10-27 11:30:00,A,5
439,439,2025-11-02 11:30:00,A,6
440,440,2026-01-02 11:30:00,C,5
441,441,2025-12-14 11:30:00,B,6
442,442,2025-05-13 11:30:00,A,5
443,443,2026-01-17 11:30:00,A,6
444,444,2026-01-21 11:30:00,A,5
445,445,2025-02-11 11:30:00,C,6
446,446,2025-12-31 11:30:00,C,5
447,447,2026-01-30 11:30:00,C,6
448,448,2025-02-26 11:30:00,A,5
449,449,2025-12-09 11:30:00,A,6
450,450,2025-05-10 11:30:00,A,5
451,451,2025-10-06 11:30:00,C,6
452,452,2025-08-02 11:30:00,A,5
453,453,2025-04-11 11:30:00,B,6
454,454,2025-09-06 11:30:00,C,5
455,455,2025-03-01 11:30:00,B,6
456,456,2025-08-11 11:30:00,C,5
457,457,2025-10-27 11:30:00,C,6
458,458,2026-01-31 11:30:00,C,5
459,459,2025-05-03 11:30:00,C,6
460,460,2025-03-18 11:30:00,C,5
461,461,2026-01-19 11:30:00,A,6
462,462,2026-02-09 11:30:00,A,5
463,463,2025-03-22 11:30:00,A,6
464,464,2026-01-22 11:30:00,C,5
465,465,2025-07-25 11:30:00,B,6
466,466,2025-09-17 11:30:00,A,5
467,467,2025-06-05 11:30:00,A,6
468,468,2026-01-03 11:30:00,C,5
469,469,2025-06-18 11:30:00,C,6
470,470,2025-03-02 11:30:00,C,5
471,471,2025-10-02 11:30:00,A,6
472,472,2025-06-07 11:30:00,C,5
473,473,2025-12-10 11:30:00,C,6
474,474,2026-01-08 11:30:00,A,5
475,475,2025-08-28 11:30:00,B,6
476,476,2025-05-15 11:30:00,C,5
477,477,2025-05-10 11:30:00,A,6
478,478,2026-01-04 11:30:00,C,5
479,479,2025-05-17 11:30:00,A,6
480,480,2025-11-05 11:30:00,B,5
481,481,2025-03-14 11:30:00,A,6
482,482,2025-11-13 11:30:00,A,5
483,483,2025-05-07 11:30:00,B,6
484,484,2026-01-21 11:30:00,A,5
485,485,2026-02-07 11:30:00,C,6
486,486,2026-01-14 11:30:00,A,5
487,487,2025-03-31 11:30:00,C,6
488,488,2025-12-15 11:30:00,A,5
489,489,2025-10-03 11:30:00,A,6
490,490,2025-05-10 11:30:00,A,5
491,491,2025-10-21 11:30:00,C,6
492,492,2025-08-19 11:30:00,A,5
493,493,2025-06-24 11:30:00,A,6
494,494,2025-12-10 11:30:00,A,5
495,495,2025-06-07 11:30:00,B,6
496,496,2025-11-19 11:30:00,C,5
497,497,2025-06-13 11:30:00,C,6
498,498,2025-08-11 11:30:00,C,5
499,499,2025-11-21 11:30:00,A,6
500,500,2025-04-18 11:30:00,A,5
501,501,2025-05-23 11:30:00,A,6
502,502,2025-09-03 11:30:00,A,5
503,503,2025-03-25 11:30:00,A,6
504,504,2026-01-09 11:30:00,A,5
505,505,2025-12-15 11:30:00,B,6
506,506,2025-07-07 11:30:00,C,5
507,507,2026-01-22 11:30:00,C,6
508,508,2025-05-02 11:30:00,C,5
509,509,2025-09-25 11:30:00,C,6
510,510,2025-12-23 11:30:00,B,5
511,511,2026-01-11 11:30:00,C,6
512,512,2025-02-16 11:30:00,A,5
513,513,2025-11-13 11:30:00,A,6
514,514,2025-07-20 11:30:00,A,5
515,515,2025-11-01 11:30:00,B,6
516,516,2025-11-10 11:30:00,A,5
517,517,2025-07-09 11:30:00,C,6
518,518,2025-03-10 11:30:00,A,5
519,519,2025-09-09 11:30:00,C,6
520,520,2025-08-01 11:30:00,C,5
521,521,2025-10-08 11:30:00,A,6
522,522,2025-11-18 11:30:00,A,5
523,523,2025-07-25 11:30:00,A,6
524,524,2025-04-01 11:30:00,A,5
525,525,2025-08-17 11:30:00,B,6
526,526,2025-07-13 11:30:00,A,5
527,527,2025-03-29 11:30:00,C,6
528,528,2025-07-21 11:30:00,B,5
529,529,2026-01-31 11:30:00,C,6
530,530,2025-11-20 11:30:00,A,5
531,531,2025-09-17 11:30:00,A,6
532,532,2025-09-29 11:30:00,A,5
533,533,2025-10-18 11:30:00,A,6
534,534,2025-06-21 11:30:00,B,5
535,535,2025-09-11 11:30:00,B,6
536,536,2025-12-22 11:30:00,C,5
537,537,2026-01-26 11:30:00,B,6
538,538,2025-10-03 11:30:00,A,5
539,539,2025-07-17 11:30:00,A,6
540,540,2026-02-11 11:30:00,B,5
541,541,2025-08-24 11:30:00,A,6
542,542,2026-03-03 11:30:00,C,5
543,543,2025-03-20 11:30:00,B,6
544,544,2025-11-04 11:30:00,A,5
545,545,2025-12-04 11:30:00,A,6
546,546,2026-01-27 11:30:00,B,5
547,547,2025-12-25 11:30:00,C,6
548,548,2025-08-05 11:30:00,C,5
549,549,2025-07-30 11:30:00,B,6
550,550,2025-08-06 11:30:00,C,5
551,551,2025-12-04 11:30:00,A,6
552,552,2025-10-07 11:30:00,A,5
553,553,2025-03-11 11:30:00,C,6
554,554,2025-07-13 11:30:00,A,5
555,555,2025-12-14 11:30:00,A,6
556,556,2025-07-24 11:30:00,C,5
557,557,2025-06-04 11:30:00,C,6
558,558,2025-04-30 11:30:00,A,5
559,559,2025-11-05 11:30:00,C,6
560,560,2025-10-19 11:30:00,C,5
561,561,2025-02-05 11:30:00,B,6
562,562,2025-03-05 11:30:00,A,5
563,563,2025-02-07 11:30:00,A,6
564,564,2025-02-13 11:30:00,B,5
565,565,2025-12-09 11:30:00,A,6
566,566,2025-05-05 11:30:00,C,5
567,567,2025-05-13 11:30:00,B,6
568,568,2025-06-05 11:30:00,C,5
569,569,2025-10-12 11:30:00,C,6
570,570,2025-03-03 11:30:00,B,5
571,571,2025-11-03 11:30:00,C,6
572,572,2025-03-18 11:30:00,A,5
573,573,2025-10-01 11:30:00,B,6
574,574,2025-03-06 11:30:00,A,5
575,575,2026-02-02 11:30:00,C,6
576,576,2026-01-30 11:30:00,A,5
577,577,2026-01-30 11:30:00,C,6
578,578,2026-01-20 11:30:00,A,5
579,579,2025-09-26 11:30:00,A,6
580,580,2025-08-16 11:30:00,A,5
581,581,2025-11-02 11:30:00,A,6
582,582,2025-04-21 11:30:00,A,5
583,583,2025-05-20 11:30:00,A,6
584,584,2025-11-22 11:30:00,C,5
585,585,2025-08-11 11:30:00,A,6
586,586,2025-06-13 11:30:00,A,5
587,587,2025-05-15 11:30:00,C,6
588,588,2025-10-04 11:30:00,B,5
589,589,2025-08-31 11:30:00,C,6
590,590,2026-01-09 11:30:00,A,5
591,591,2025-06-03 11:30:00,B,6
592,592,2025-09-29 11:30:00,A,5
593,593,2026-02-10 11:30:00,A,6
594,594,2025-12-22 11:30:00,A,5
595,595,2025-08-06 11:30:00,C,6
596,596,2025-04-30 11:30:00,C,5
597,597,2025-07-04 11:30:00,A,6
598,598,2025-10-19 11:30:00,A,5
599,599,2025-12-20 11:30:00,A,6
600,600,2025-10-29 11:30:00,A,5
601,601,2025-08-15 11:30:00,A,6
602,602,2025-10-01 11:30:00,A,5
603,603,2025-09-29 11:30:00,A,6
604,604,2026-01-28 11:30:00,A,5
605,605,2026-03-07 11:30:00,C,6
606,606,2025-06-20 11:30:00,B,5
607,607,2025-08-05 11:30:00,C,6
608,608,2025-11-28 11:30:00,C,5
609,609,2025-07-02 11:30:00,A,6
610,610,2025-11-02 11:30:00,A,5
611,611,2025-09-25 11:30:00,A,6
612,612,2025-08-21 11:30:00,B,5
613,613,2025-04-14 11:30:00,A,6
614,614,2025-04-12 11:30:00,A,5
615,615,2025-02-28 11:30:00,B,6
616,616,2025-01-30 11:30:00,A,5
617,617,2025-10-19 11:30:00,A,6
618,618,2025-03-26 11:30:00,C,5
619,619,2025-04-13 11:30:00,A,6
620,620,2025-05-27 11:30:00,C,5
621,621,2025-08-06 11:30:00,A,6
622,622,2025-06-11 11:30:00,A,5
623,623,2025-02-14 11:30:00,A,6
624,624,2026-01-02 11:30:00,A,5
625,625,2025-02-13 11:30:00,C,6
626,626,2025-02-23 11:30:00,A,5
627,627,2025-02-19 11:30:00,A,6
628,628,2025-05-03 11:30:00,A,5
629,629,2025-11-05 11:30:00,C,6
630,630,2026-01-20 11:30:00,B,5
631,631,2025-12-21 11:30:00,A,6
632,632,2026-01-25 11:30:00,C,5
633,633,2025-07-07 11:30:00,A,6
634,634,2025-06-19 11:30:00,C,5
635,635,2025-03-08 11:30:00,C,6
636,636,2025-10-30 11:30:00,B,5
637,637,2025-11-12 11:30:00,A,6
638,638,2025-10-24 11:30:00,C,5
639,639,2025-07-05 11:30:00,A,6
640,640,2025-11-10 11:30:00,A,5
641,641,2025-04-15 11:30:00,A,6
642,642,2025-08-13 11:30:00,A,5
643,643,2025-11-24 11:30:00,A,6
644,644,2025-12-03 11:30:00,A,5
645,645,2026-02-05 11:30:00,A,6
646,646,2026-02-12 11:30:00,C,5
647,647,2025-10-21 11:30:00,C,6
648,648,2026-01-21 11:30:00,A,5
649,649,2025-08-19 11:30:00,C,6
650,650,2025-10-19 11:30:00,C,5
651,651,2025-07-24 11:30:00,A,6
652,652,2025-08-21 11:30:00,A,5
653,653,2025-12-20 11:30:00,C,6
654,654,2025-09-12 11:30:00,B,5
655,655,2025-06-08 11:30:00,A,6
656,656,2025-10-28 11:30:00,A,5
657,657,2025-08-22 11:30:00,C,6
658,658,2025-08-29 11:30:00,A,5
659,659,2025-10-29 11:30:00,C,6
660,660,2026-01-28 11:30:00,A,5
661,661,2025-04-29 11:30:00,A,6
662,662,2025-11-18 11:30:00,C,5
663,663,2025-05-26 11:30:00,B,6
664,664,2025-04-06 11:30:00,C,5
